0.90000,0,0.00009
0.90000,2,0.00004
0.90000,4,0.00005
0.90000,6,0.00005
0.90000,8,0.00008
0.90000,10,0.00008
0.90000,12,0.00006
0.90000,14,0.00005
0.90000,16,0.00009
0.90000,18,0.00009
0.90000,20,0.00003
0.90000,22,0.00011
0.90000,24,0.00004
0.90000,26,0.00004
0.90000,28,0.00008
0.90000,30,0.00005
0.90000,32,0.00004
0.90000,34,0.00003
0.90000,36,0.00004
0.90000,38,0.00006
0.90000,40,0.00006
0.90000,42,0.00006
0.90000,44,0.00005
0.90000,46,0.00005
0.90000,48,0.00004
0.90000,50,0.00005
0.90000,52,0.00004
0.90000,54,0.00004
0.90000,56,0.00005
0.90000,58,0.00006
0.90000,60,0.00005
0.90000,62,0.00006
0.90000,64,0.00004
0.90000,66,0.00006
0.90000,68,0.00006
0.90000,70,0.00004
0.90000,72,0.00017
0.90000,74,0.00006
0.90000,76,0.00008
0.90000,78,0.00004
0.90000,80,0.00004
0.90000,82,0.00015
0.90000,84,0.00005
0.90000,86,0.00007
0.90000,88,0.00004
0.90000,90,0.00006
0.90000,92,0.00010
0.90000,94,0.00004
0.90000,96,0.00004
0.90000,98,0.00007
